doc_id,trail_date,litigant_name,litigant_type,case_reason, status, 备注,url
9b6c7f10-9d0d-4d0f-8595-a7a20090a312,2017.4.14 0:00, 四川晨明地产投资有限公司, , , E, 页面为空' 'http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=9b6c7f10-9d0d-4d0f-8595-a7a20090a312&trailDate=2017-04-14'],http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=9b6c7f10-9d0d-4d0f-8595-a7a20090a312&trailDate=2017-04-14
758dbfb3-7648-45a9-a7d1-a7a6011288a5,2017.5.17 0:00, 执行案外人）, , 执行异议之诉, E, 页面中没有litigant_nam需求的相关数据' 'http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=758dbfb3-7648-45a9-a7d1-a7a6011288a5&trailDate=2017-05-17'],http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=758dbfb3-7648-45a9-a7d1-a7a6011288a5&trailDate=2017-05-17
48208686-6a8b-4c22-ad69-a85e00e9053a,2017.11.12 0:00, 开封市天杰文化传媒有限公司, 被告, , S, "update judgedoc_litigant set litigant_type = '被告' litigant_type_alias = '2' where doc_id = '48208686-6a8b-4c22-ad69-a85e00e9053a' and litigant_name='开封市天杰文化传媒有限公司';",http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=48208686-6a8b-4c22-ad69-a85e00e9053a&trailDate=2017-11-12
76cb83b4-8408-4310-932a-a78a00b2fc85,2017.5.23 0:00, 重庆泰清投资管理有限公司, , , E, 页面为空没有相关数据仅只显示的字样为以调解方式结案,http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=76cb83b4-8408-4310-932a-a78a00b2fc85&trailDate=2017-05-23
76cb83b4-8408-4310-932a-a78a00b2fc85,2017.5.23 0:00, 重庆广建装饰股份有限公司, , , E, 页面为空没有相关数据仅只显示的字样为以调解方式结案,http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=76cb83b4-8408-4310-932a-a78a00b2fc85&trailDate=2017-05-23
76cb83b4-8408-4310-932a-a78a00b2fc85,2017.5.23 0:00, 深圳城市建筑装饰工程有限公司, , , E, 页面为空没有相关数据仅只显示的字样为以调解方式结案,http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=76cb83b4-8408-4310-932a-a78a00b2fc85&trailDate=2017-05-23
ff21b7a7-742f-45f6-838e-a7a200abddc2,2017.2.20 0:00, 自贡市皓源实业有限公司, , , E, 页面为空没有相关数据仅只显示的字样为确认人民调解协议效力的,http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=ff21b7a7-742f-45f6-838e-a7a200abddc2&trailDate=2017-02-20
3179c42d-0ad4-4ebb-9a1e-a81000ad5e6c,2017.9.18 0:00, 湖南道县农村商业银行股份有限公司, , , E, 页面显示错误TypeError:',http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=3179c42d-0ad4-4ebb-9a1e-a81000ad5e6c&trailDate=2017-09-18
d5570f53-9905-4bb4-8833-a7f2000a2601,2017.6.7 0:00, 浙江省嵊州市长运集团有限公司, , , E, 页面为空没有相关数据仅只显示的字样为确认人民调解协议效力的,http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=d5570f53-9905-4bb4-8833-a7f2000a2601&trailDate=2017-06-07
a674f12c-b2ea-4026-8bdc-a7e801251136,2017.8.1 0:00, 资兴市人力资源和社会保障局, , , E, 页面为空没有相关数据仅只显示的字样为未生效',http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=a674f12c-b2ea-4026-8bdc-a7e801251136&trailDate=2017-08-01
a674f12c-b2ea-4026-8bdc-a7e801251136,2017.8.1 0:00, 资兴鑫磊电子有限公司, , , E, 页面为空没有相关数据仅只显示的字样为未生效',http://192.168.31.22:3333/api/law/judgedoc/detail/html?docId=a674f12c-b2ea-4026-8bdc-a7e801251136&trailDate=2017-08-01
